2.69870907e-01,2.74490508e-01,-2.69870907e-01,-2.74490508e-01,-3.16813925e+00,-3.16813925e+00,3.16813925e+00,-8.93377271e-01
2.37020641e-01,2.82172161e-01,-2.37020641e-01,-2.82172161e-01,-3.40196088e+00,-3.40196088e+00,3.40196088e+00,-6.36155660e-01
2.01835972e-01,2.87064016e-01,-2.01835972e-01,-2.87064016e-01,-3.63444307e+00,-3.63444307e+00,3.63444307e+00,-3.33948579e-01
1.64351315e-01,2.88668348e-01,-1.64351315e-01,-2.88668348e-01,-3.86096615e+00,-3.86096615e+00,3.86096615e+00,2.32312774e-02
1.24662211e-01,2.86374217e-01,-1.24662211e-01,-2.86374217e-01,-4.07364429e+00,-4.07364429e+00,4.07364429e+00,4.48139924e-01
8.29681358e-02,2.79426986e-01,-8.29681358e-02,-2.79426986e-01,-4.25909752e+00,-4.25909752e+00,4.25909752e+00,9.56828664e-01
3.96447498e-02,2.66894479e-01,-3.96447498e-02,-2.66894479e-01,-4.39465739e+00,-4.39465739e+00,4.39465739e+00,1.56866873e+00
-4.63430800e-03,2.47640140e-01,4.63430800e-03,-2.47640140e-01,-4.44208982e+00,-4.44208982e+00,4.44208982e+00,2.30459290e+00
-4.86970812e-02,2.20335022e-01,4.86970812e-02,-2.20335022e-01,-4.33816167e+00,-4.33816167e+00,4.33816167e+00,3.18027582e+00
-9.05694215e-02,1.83591095e-01,9.05694215e-02,-1.83591095e-01,-3.98436557e+00,-3.98436557e+00,3.98436557e+00,4.18709818e+00
-1.27114237e-01,1.36390176e-01,1.27114237e-01,-1.36390176e-01,-3.25005744e+00,-3.25005744e+00,3.25005744e+00,5.25068175e+00
-1.53925659e-01,7.90320593e-02,1.53925659e-01,-7.90320593e-02,-2.02900480e+00,-2.02900480e+00,2.02900480e+00,6.17405274e+00
-1.66237561e-01,1.44264546e-02,1.66237561e-01,-1.44264546e-02,-3.83280510e-01,-3.83280510e-01,3.83280510e-01,6.64803094e+00
-1.61267020e-01,-5.16374559e-02,1.61267020e-01,5.16374559e-02,1.35637676e+00,1.35637676e+00,-1.35637676e+00,6.45275574e+00
-1.40183902e-01,-1.12675284e-01,1.40183902e-01,1.12675284e-01,2.78532530e+00,2.78532530e+00,-2.78532530e+00,5.68395168e+00
-1.07232353e-01,-1.64427145e-01,1.07232353e-01,1.64427145e-01,3.72351166e+00,3.72351166e+00,-3.72351166e+00,4.64764501e+00
-6.71789239e-02,-2.05606564e-01,6.71789239e-02,2.05606564e-01,4.22531081e+00,4.22531081e+00,-4.22531081e+00,3.60034799e+00
-2.37378859e-02,-2.36811476e-01,2.37378859e-02,2.36811476e-01,4.42289112e+00,4.42289112e+00,-4.42289112e+00,2.66349010e+00
2.06519661e-02,-2.59349490e-01,-2.06519661e-02,2.59349490e-01,4.43103074e+00,4.43103074e+00,-4.43103074e+00,1.86759287e+00
6.45132583e-02,-2.74605025e-01,-6.45132583e-02,2.74605025e-01,4.32728771e+00,4.32728771e+00,-4.32728771e+00,1.20408201e+00
1.06986224e-01,-2.83805174e-01,-1.06986224e-01,2.83805174e-01,4.15944559e+00,4.15944559e+00,-4.15944559e+00,6.52950202e-01
1.47584727e-01,-2.87969647e-01,-1.47584727e-01,2.87969647e-01,3.95599298e+00,3.95599298e+00,-3.95599298e+00,1.93722597e-01
1.86044194e-01,-2.87926762e-01,-1.86044194e-01,2.87926762e-01,3.73376033e+00,3.73376033e+00,-3.73376033e+00,-1.91168718e-01
2.22230814e-01,-2.84346378e-01,-2.22230814e-01,2.84346378e-01,3.50267328e+00,3.50267328e+00,-3.50267328e+00,-5.15872947e-01
2.56087807e-01,-2.77772443e-01,-2.56087807e-01,2.77772443e-01,3.26856594e+00,3.26856594e+00,-3.26856594e+00,-7.91516627e-01
2.87603476e-01,-2.68650321e-01,-2.87603476e-01,2.68650321e-01,3.03482720e+00,3.03482720e+00,-3.03482720e+00,-1.02678867e+00
3.16792011e-01,-2.57348382e-01,-3.16792011e-01,2.57348382e-01,2.80336877e+00,2.80336877e+00,-2.80336877e+00,-1.22848068e+00
3.43681847e-01,-2.44174699e-01,-3.43681847e-01,2.44174699e-01,2.57520105e+00,2.57520105e+00,-2.57520105e+00,-1.40192547e+00
3.68308530e-01,-2.29389864e-01,-3.68308530e-01,2.29389864e-01,2.35078031e+00,2.35078031e+00,-2.35078031e+00,-1.55133550e+00
3.90710323e-01,-2.13216851e-01,-3.90710323e-01,2.13216851e-01,2.13022092e+00,2.13022092e+00,-2.13022092e+00,-1.68005870e+00
4.10925492e-01,-1.95848655e-01,-4.10925492e-01,1.95848655e-01,1.91342648e+00,1.91342648e+00,-1.91342648e+00,-1.79077054e+00
4.28990643e-01,-1.77454265e-01,-4.28990643e-01,1.77454265e-01,1.70017171e+00,1.70017171e+00,-1.70017171e+00,-1.88561816e+00
4.44939706e-01,-1.58183372e-01,-4.44939706e-01,1.58183372e-01,1.49015374e+00,1.49015374e+00,-1.49015374e+00,-1.96632872e+00
4.58803337e-01,-1.38170149e-01,-4.58803337e-01,1.38170149e-01,1.28302436e+00,1.28302436e+00,-1.28302436e+00,-2.03429122e+00
4.70608568e-01,-1.17536304e-01,-4.70608568e-01,1.17536304e-01,1.07841008e+00,1.07841008e+00,-1.07841008e+00,-2.09061839e+00
4.80378627e-01,-9.63935988e-02,-4.80378627e-01,9.63935988e-02,8.75924518e-01,8.75924518e-01,-8.75924518e-01,-2.13619360e+00
4.88132841e-01,-7.48459560e-02,-4.88132841e-01,7.48459560e-02,6.75175678e-01,6.75175678e-01,-6.75175678e-01,-2.17170615e+00
4.93886612e-01,-5.29912632e-02,-4.93886612e-01,5.29912632e-02,4.75770048e-01,4.75770048e-01,-4.75770048e-01,-2.19767772e+00
4.97651406e-01,-3.09229466e-02,-4.97651406e-01,3.09229466e-02,2.77314587e-01,2.77314587e-01,-2.77314587e-01,-2.21448159e+00
4.99434762e-01,-8.73138359e-03,-4.99434762e-01,8.73138359e-03,7.94173692e-02,7.94173692e-02,-7.94173692e-02,-2.22235599e+00
4.99240309e-01,1.34947923e-02,-4.99240309e-01,-1.34947923e-02,-1.18312567e-01,-1.18312567e-01,1.18312567e-01,-2.22141249e+00
4.97067766e-01,3.56674478e-02,-4.97067766e-01,-3.56674478e-02,-3.16265800e-01,-3.16265800e-01,3.16265800e-01,-2.21163982e+00
4.92912947e-01,5.76977229e-02,-4.92912947e-01,-5.76977229e-02,-5.14833217e-01,-5.14833217e-01,5.14833217e-01,-2.19290356e+00
4.86767751e-01,7.94947801e-02,-4.86767751e-01,-7.94947801e-02,-7.14406536e-01,-7.14406536e-01,7.14406536e-01,-2.16494142e+00
4.78620157e-01,1.00964484e-01,-4.78620157e-01,-1.00964484e-01,-9.15378334e-01,-9.15378334e-01,9.15378334e-01,-2.12735411e+00
4.68454218e-01,1.22007962e-01,-4.68454218e-01,-1.22007962e-01,-1.11814118e+00,-1.11814118e+00,1.11814118e+00,-2.07959090e+00
4.56250068e-01,1.42519997e-01,-4.56250068e-01,-1.42519997e-01,-1.32308529e+00,-1.32308529e+00,1.32308529e+00,-2.02092933e+00
4.41983969e-01,1.62387175e-01,-4.41983969e-01,-1.62387175e-01,-1.53059397e+00,-1.53059397e+00,1.53059397e+00,-1.95044726e+00
4.25628419e-01,1.81485713e-01,-4.25628419e-01,-1.81485713e-01,-1.74103542e+00,-1.74103542e+00,1.74103542e+00,-1.86698577e+00
4.07152359e-01,1.99678854e-01,-4.07152359e-01,-1.99678854e-01,-1.95474922e+00,-1.95474922e+00,1.95474922e+00,-1.76909983e+00
3.86521567e-01,2.16813699e-01,-3.86521567e-01,-2.16813699e-01,-2.17202433e+00,-2.17202433e+00,2.17202433e+00,-1.65499334e+00
3.63699325e-01,2.32717284e-01,-3.63699325e-01,-2.32717284e-01,-2.39306393e+00,-2.39306393e+00,2.39306393e+00,-1.52243315e+00
3.38647530e-01,2.47191668e-01,-3.38647530e-01,-2.47191668e-01,-2.61792943e+00,-2.61792943e+00,2.61792943e+00,-1.36863512e+00
3.11328531e-01,2.60007701e-01,-3.11328531e-01,-2.60007701e-01,-2.84645122e+00,-2.84645122e+00,2.84645122e+00,-1.19011258e+00
2.81708091e-01,2.70897040e-01,-2.81708091e-01,-2.70897040e-01,-3.07808556e+00,-3.07808556e+00,3.07808556e+00,-9.82474333e-01
2.49760200e-01,2.79541818e-01,-2.49760200e-01,-2.79541818e-01,-3.31168252e+00,-3.31168252e+00,3.31168252e+00,-7.40155852e-01
2.15474875e-01,2.85561224e-01,-2.15474875e-01,-2.85561224e-01,-3.54510576e+00,-3.54510576e+00,3.54510576e+00,-4.56064642e-01
1.78870917e-01,2.88494024e-01,-1.78870917e-01,-2.88494024e-01,-3.77460044e+00,-3.77460044e+00,3.77460044e+00,-1.21123759e-01
1.40016951e-01,2.87776021e-01,-1.40016951e-01,-2.87776021e-01,-3.99372850e+00,-3.99372850e+00,3.99372850e+00,2.76281885e-01
9.90665117e-02,2.82711746e-01,-9.90665117e-02,-2.82711746e-01,-4.19155584e+00,-4.19155584e+00,4.19155584e+00,7.50879284e-01
5.63171143e-02,2.72441369e-01,-5.63171143e-02,-2.72441369e-01,-4.34955674e+00,-4.34955674e+00,4.34955674e+00,1.32081081e+00
1.23100051e-02,2.55909115e-01,-1.23100051e-02,-2.55909115e-01,-4.43641241e+00,-4.43641241e+00,4.43641241e+00,2.00679941e+00
-3.20035644e-02,2.31854364e-01,3.20035644e-02,-2.31854364e-01,-4.39979822e+00,-4.39979822e+00,4.39979822e+00,2.82786103e+00
-7.49994910e-02,1.98883704e-01,7.49994910e-02,-1.98883704e-01,-4.15572153e+00,-4.15572153e+00,4.15572153e+00,3.78812352e+00
-1.14026045e-01,1.55758959e-01,1.14026045e-01,-1.55758959e-01,-3.58343292e+00,-3.58343292e+00,3.58343292e+00,4.84501077e+00
-1.45135023e-01,1.02126614e-01,1.45135023e-01,-1.02126614e-01,-2.55505150e+00,-2.55505150e+00,2.55505150e+00,5.85428953e+00
-1.63493079e-01,3.97608302e-02,1.63493079e-01,-3.97608302e-02,-1.04765184e+00,-1.04765184e+00,1.04765184e+00,6.53807218e+00
-1.65232119e-01,-2.65385239e-02,1.65232119e-01,2.65385239e-02,7.07656342e-01,7.07656342e-01,-7.07656342e-01,6.60755744e+00
-1.49927712e-01,-9.01695038e-02,1.49927712e-01,9.01695038e-02,2.29360195e+00,2.29360195e+00,-2.29360195e+00,6.02773400e+00
-1.20922519e-01,-1.45776093e-01,1.20922519e-01,1.45776093e-01,3.42365063e+00,3.42365063e+00,-3.42365063e+00,5.05642728e+00
-8.30582234e-02,-1.90999178e-01,8.30582234e-02,1.90999178e-01,4.07857162e+00,4.07857162e+00,-4.07857162e+00,3.99131292e+00
-4.05392178e-02,-2.25874287e-01,4.05392178e-02,2.25874287e-01,4.37732836e+00,4.37732836e+00,-4.37732836e+00,3.00415879e+00
3.72820859e-03,-2.51541762e-01,-3.72820859e-03,2.51541762e-01,4.44673187e+00,4.44673187e+00,-4.44673187e+00,2.15327451e+00
4.79406004e-02,-2.69401593e-01,-4.79406004e-02,2.69401593e-01,4.37849106e+00,4.37849106e+00,-4.37849106e+00,1.44057638e+00
9.10350363e-02,-2.80754970e-01,-9.10350363e-02,2.80754970e-01,4.23056254e+00,4.23056254e+00,-4.23056254e+00,8.48479339e-01
1.32403945e-01,-2.86702528e-01,-1.32403945e-01,2.86702528e-01,4.03779417e+00,4.03779417e+00,-4.03779417e+00,3.56000009e-01
1.71711094e-01,-2.88143471e-01,-1.71711094e-01,2.88143471e-01,3.82081218e+00,3.82081218e+00,-3.82081218e+00,-5.57205451e-02
2.08780531e-01,-2.85805213e-01,-2.08780531e-01,2.85805213e-01,3.59178436e+00,3.59178436e+00,-3.59178436e+00,-4.02140888e-01
2.43530782e-01,-2.80277100e-01,-2.43530782e-01,2.80277100e-01,3.35787468e+00,3.35787468e+00,-3.35787468e+00,-6.95495169e-01
2.75935849e-01,-2.72039976e-01,-2.75935849e-01,2.72039976e-01,3.12326824e+00,3.12326824e+00,-3.12326824e+00,-9.45350279e-01
3.06001878e-01,-2.61489943e-01,-3.06001878e-01,2.61489943e-01,2.89035830e+00,2.89035830e+00,-2.89035830e+00,-1.15917658e+00
3.33753053e-01,-2.48956843e-01,-3.33753053e-01,2.48956843e-01,2.66044898e+00,2.66044898e+00,-2.66044898e+00,-1.34282773e+00
3.59222994e-01,-2.34718458e-01,-3.59222994e-01,2.34718458e-01,2.43417660e+00,2.43417660e+00,-2.43417660e+00,-1.50091631e+00
3.82449459e-01,-2.19011430e-01,-3.82449459e-01,2.19011430e-01,2.21176592e+00,2.21176592e+00,-2.21176592e+00,-1.63709947e+00
4.03471083e-01,-2.02039685e-01,-4.03471083e-01,2.02039685e-01,1.99318782e+00,1.99318782e+00,-1.99318782e+00,-1.75429371e+00
4.22325366e-01,-1.83981001e-01,-4.22325366e-01,1.83981001e-01,1.77825735e+00,1.77825735e+00,-1.77825735e+00,-1.85483591e+00
