%Time(s.),X-Position (x[2]),Y-Position (x[1]),Input u
3.07600000e+01,-1.17182399e+00,-2.45613653e+00,9.15737079e-01
3.07700000e+01,-1.19623344e+00,-2.43533355e+00,9.15685243e-01
3.07800000e+01,-1.22042800e+00,-2.41307965e+00,9.15633405e-01
3.07900000e+01,-1.24439329e+00,-2.38939301e+00,9.15581565e-01
3.08000000e+01,-1.26811512e+00,-2.36429601e+00,9.15529723e-01
3.08100000e+01,-1.29157954e+00,-2.33781522e+00,9.15477880e-01
3.08200000e+01,-1.31477288e+00,-2.30998133e+00,9.15426035e-01
3.08300000e+01,-1.33768182e+00,-2.28082902e+00,9.15374188e-01
3.08400000e+01,-1.36029339e+00,-2.25039687e+00,9.15322339e-01
3.08500000e+01,-1.38259501e+00,-2.21872715e+00,9.15270489e-01
3.08600000e+01,-1.40457458e+00,-2.18586567e+00,9.15218637e-01
3.08700000e+01,-1.42622043e+00,-2.15186158e+00,9.15166783e-01
3.08800000e+01,-1.44752143e+00,-2.11676710e+00,9.15114928e-01
3.08900000e+01,-1.46846696e+00,-2.08063732e+00,9.15063071e-01
3.09000000e+01,-1.48904698e+00,-2.04352989e+00,9.15011212e-01
3.09100000e+01,-1.50925202e+00,-2.00550476e+00,9.14959352e-01
3.09200000e+01,-1.52907324e+00,-1.96662389e+00,9.14907489e-01
3.09300000e+01,-1.54850242e+00,-1.92695092e+00,9.14855626e-01
3.09400000e+01,-1.56753197e+00,-1.88655090e+00,9.14803760e-01
3.09500000e+01,-1.58615497e+00,-1.84548991e+00,9.14751893e-01
3.09600000e+01,-1.60436516e+00,-1.80383483e+00,9.14700024e-01
3.09700000e+01,-1.62215693e+00,-1.76165295e+00,9.14648153e-01
3.09800000e+01,-1.63952538e+00,-1.71901170e+00,9.14596281e-01
3.09900000e+01,-1.65646625e+00,-1.67597833e+00,9.14544407e-01
3.10000000e+01,-1.67297597e+00,-1.63261965e+00,9.14492532e-01
3.10100000e+01,-1.68905161e+00,-1.58900172e+00,9.14440654e-01
3.10200000e+01,-1.70469092e+00,-1.54518956e+00,9.14388776e-01
3.10300000e+01,-1.71989229e+00,-1.50124699e+00,9.14336895e-01
3.10400000e+01,-1.73465471e+00,-1.45723627e+00,9.14285013e-01
3.10500000e+01,-1.74897782e+00,-1.41321801e+00,9.14233129e-01
3.10600000e+01,-1.76286184e+00,-1.36925087e+00,9.14181244e-01
3.10700000e+01,-1.77630755e+00,-1.32539147e+00,9.14129357e-01
3.10800000e+01,-1.78931631e+00,-1.28169418e+00,9.14077468e-01
3.10900000e+01,-1.80189001e+00,-1.23821099e+00,9.14025578e-01
3.11000000e+01,-1.81403102e+00,-1.19499142e+00,9.13973686e-01
3.11100000e+01,-1.82574221e+00,-1.15208243e+00,9.13921793e-01
3.11200000e+01,-1.83702691e+00,-1.10952832e+00,9.13869898e-01
3.11300000e+01,-1.84788887e+00,-1.06737067e+00,9.13818002e-01
3.11400000e+01,-1.85833223e+00,-1.02564837e+00,9.13766103e-01
3.11500000e+01,-1.86836154e+00,-9.84397519e-01,9.13714204e-01
3.11600000e+01,-1.87798167e+00,-9.43651482e-01,9.13662302e-01
3.11700000e+01,-1.88719780e+00,-9.03440881e-01,9.13610399e-01
3.11800000e+01,-1.89601542e+00,-8.63793631e-01,9.13558495e-01
3.11900000e+01,-1.90444029e+00,-8.24734982e-01,9.13506589e-01
3.12000000e+01,-1.91247839e+00,-7.86287570e-01,9.13454681e-01
3.12100000e+01,-1.92013592e+00,-7.48471486e-01,9.13402772e-01
3.12200000e+01,-1.92741928e+00,-7.11304348e-01,9.13350862e-01
3.12300000e+01,-1.93433503e+00,-6.74801383e-01,9.13298949e-01
3.12400000e+01,-1.94088984e+00,-6.38975516e-01,9.13247036e-01
3.12500000e+01,-1.94709055e+00,-6.03837463e-01,9.13195120e-01
3.12600000e+01,-1.95294406e+00,-5.69395834e-01,9.13143204e-01
3.12700000e+01,-1.95845734e+00,-5.35657231e-01,9.13091285e-01
3.12800000e+01,-1.96363746e+00,-5.02626354e-01,9.13039365e-01
3.12900000e+01,-1.96849147e+00,-4.70306111e-01,9.12987444e-01
3.13000000e+01,-1.97302649e+00,-4.38697718e-01,9.12935521e-01
3.13100000e+01,-1.97724962e+00,-4.07800815e-01,9.12883597e-01
3.13200000e+01,-1.98116794e+00,-3.77613563e-01,9.12831671e-01
3.13300000e+01,-1.98478853e+00,-3.48132756e-01,9.12779743e-01
3.13400000e+01,-1.98811842e+00,-3.19353922e-01,9.12727814e-01
3.13500000e+01,-1.99116458e+00,-2.91271421e-01,9.12675884e-01
3.13600000e+01,-1.99393393e+00,-2.63878547e-01,9.12623952e-01
3.13700000e+01,-1.99643332e+00,-2.37167620e-01,9.12572019e-01
3.13800000e+01,-1.99866950e+00,-2.11130076e-01,9.12520084e-01
3.13900000e+01,-2.00064916e+00,-1.85756561e-01,9.12468148e-01
3.14000000e+01,-2.00237887e+00,-1.61037006e-01,9.12416210e-01
3.14100000e+01,-2.00386511e+00,-1.36960715e-01,9.12364271e-01
3.14200000e+01,-2.00511423e+00,-1.13516434e-01,9.12312330e-01
3.14300000e+01,-2.00613249e+00,-9.06924274e-02,9.12260388e-01
3.14400000e+01,-2.00692602e+00,-6.84765450e-02,9.12208444e-01
3.14500000e+01,-2.00750082e+00,-4.68562837e-02,9.12156499e-01
3.14600000e+01,-2.00786278e+00,-2.58188485e-02,9.12104553e-01
3.14700000e+01,-2.00801764e+00,-5.35120797e-03,9.12052605e-01
3.14800000e+01,-2.00797103e+00,1.45598542e-02,9.12000656e-01
3.14900000e+01,-2.00772844e+00,3.39276909e-02,9.11948705e-01
3.15000000e+01,-2.00729521e+00,5.27657477e-02,9.11896753e-01
3.15100000e+01,-2.00667658e+00,7.10875214e-02,9.11844799e-01
3.15200000e+01,-2.00587761e+00,8.89065229e-02,9.11792844e-01
3.15300000e+01,-2.00490327e+00,1.06236243e-01,9.11740888e-01
3.15400000e+01,-2.00375837e+00,1.23090120e-01,9.11688930e-01
3.15500000e+01,-2.00244760e+00,1.39481514e-01,9.11636971e-01
3.15600000e+01,-2.00097549e+00,1.55423679e-01,9.11585010e-01
3.15700000e+01,-1.99934647e+00,1.70929741e-01,9.11533048e-01
3.15800000e+01,-1.99756483e+00,1.86012676e-01,9.11481085e-01
3.15900000e+01,-1.99563472e+00,2.00685295e-01,9.11429120e-01
3.16000000e+01,-1.99356018e+00,2.14960224e-01,9.11377154e-01
3.16100000e+01,-1.99134511e+00,2.28849896e-01,9.11325186e-01
3.16200000e+01,-1.98899330e+00,2.42366530e-01,9.11273217e-01
3.16300000e+01,-1.98650841e+00,2.55522130e-01,9.11221247e-01
3.16400000e+01,-1.98389398e+00,2.68328469e-01,9.11169275e-01
3.16500000e+01,-1.98115344e+00,2.80797087e-01,9.11117302e-01
3.16600000e+01,-1.97829010e+00,2.92939281e-01,9.11065328e-01
3.16700000e+01,-1.97530718e+00,3.04766105e-01,9.11013352e-01
3.16800000e+01,-1.97220775e+00,3.16288359e-01,9.10961375e-01
3.16900000e+01,-1.96899481e+00,3.27516597e-01,9.10909397e-01
3.17000000e+01,-1.96567124e+00,3.38461116e-01,9.10857417e-01
3.17100000e+01,-1.96223981e+00,3.49131961e-01,9.10805436e-01
3.17200000e+01,-1.95870323e+00,3.59538924e-01,9.10753454e-01
3.17300000e+01,-1.95506405e+00,3.69691544e-01,9.10701470e-01
3.17400000e+01,-1.95132479e+00,3.79599108e-01,9.10649485e-01
3.17500000e+01,-1.94748784e+00,3.89270657e-01,9.10597499e-01
3.17600000e+01,-1.94355551e+00,3.98714983e-01,9.10545511e-01
3.17700000e+01,-1.93953003e+00,4.07940638e-01,9.10493522e-01
3.17800000e+01,-1.93541353e+00,4.16955933e-01,9.10441532e-01
3.17900000e+01,-1.93120808e+00,4.25768942e-01,9.10389541e-01
3.18000000e+01,-1.92691565e+00,4.34387511e-01,9.10337548e-01
3.18100000e+01,-1.92253815e+00,4.42819256e-01,9.10285554e-01
3.18200000e+01,-1.91807741e+00,4.51071572e-01,9.10233558e-01
3.18300000e+01,-1.91353517e+00,4.59151635e-01,9.10181562e-01
3.18400000e+01,-1.90891313e+00,4.67066410e-01,9.10129564e-01
3.18500000e+01,-1.90421290e+00,4.74822652e-01,9.10077564e-01
3.18600000e+01,-1.89943602e+00,4.82426916e-01,9.10025564e-01
3.18700000e+01,-1.89458399e+00,4.89885559e-01,9.09973562e-01
3.18800000e+01,-1.88965822e+00,4.97204743e-01,9.09921559e-01
3.18900000e+01,-1.88466008e+00,5.04390447e-01,9.09869555e-01
3.19000000e+01,-1.87959086e+00,5.11448467e-01,9.09817550e-01
3.19100000e+01,-1.87445183e+00,5.18384422e-01,9.09765543e-01
3.19200000e+01,-1.86924416e+00,5.25203761e-01,9.09713535e-01
3.19300000e+01,-1.86396899e+00,5.31911766e-01,9.09661526e-01
3.19400000e+01,-1.85862742e+00,5.38513559e-01,9.09609515e-01
3.19500000e+01,-1.85322047e+00,5.45014107e-01,9.09557503e-01
3.19600000e+01,-1.84774913e+00,5.51418226e-01,9.09505491e-01
3.19700000e+01,-1.84221434e+00,5.57730586e-01,9.09453476e-01
3.19800000e+01,-1.83661699e+00,5.63955716e-01,9.09401461e-01
3.19900000e+01,-1.83095793e+00,5.70098012e-01,9.09349445e-01
3.20000000e+01,-1.82523797e+00,5.76161734e-01,9.09297427e-01
3.20100000e+01,-1.81945787e+00,5.82151020e-01,9.09245408e-01
3.20200000e+01,-1.81361835e+00,5.88069883e-01,9.09193388e-01
3.20300000e+01,-1.80772009e+00,5.93922221e-01,9.09141366e-01
3.20400000e+01,-1.80176375e+00,5.99711816e-01,9.09089344e-01
3.20500000e+01,-1.79574993e+00,6.05442344e-01,9.09037320e-01
3.20600000e+01,-1.78967919e+00,6.11117373e-01,9.08985295e-01
3.20700000e+01,-1.78355208e+00,6.16740372e-01,9.08933269e-01
3.20800000e+01,-1.77736910e+00,6.22314714e-01,9.08881242e-01
3.20900000e+01,-1.77113072e+00,6.27843677e-01,9.08829213e-01
3.21000000e+01,-1.76483737e+00,6.33330449e-01,9.08777184e-01
3.21100000e+01,-1.75848946e+00,6.38778136e-01,9.08725153e-01
3.21200000e+01,-1.75208737e+00,6.44189758e-01,9.08673121e-01
3.21300000e+01,-1.74563143e+00,6.49568258e-01,9.08621088e-01
3.21400000e+01,-1.73912198e+00,6.54916503e-01,9.08569054e-01
3.21500000e+01,-1.73255928e+00,6.60237288e-01,9.08517018e-01
3.21600000e+01,-1.72594362e+00,6.65533340e-01,9.08464982e-01
3.21700000e+01,-1.71927521e+00,6.70807316e-01,9.08412944e-01
3.21800000e+01,-1.71255426e+00,6.76061816e-01,9.08360906e-01
3.21900000e+01,-1.70578096e+00,6.81299375e-01,9.08308866e-01
3.22000000e+01,-1.69895547e+00,6.86522473e-01,9.08256825e-01
3.22100000e+01,-1.69207791e+00,6.91733533e-01,9.08204782e-01
3.22200000e+01,-1.68514839e+00,6.96934930e-01,9.08152739e-01
3.22300000e+01,-1.67816701e+00,7.02128986e-01,9.08100695e-01
3.22400000e+01,-1.67113381e+00,7.07317977e-01,9.08048649e-01
3.22500000e+01,-1.66404884e+00,7.12504135e-01,9.07996603e-01
3.22600000e+01,-1.65691212e+00,7.17689650e-01,9.07944555e-01
3.22700000e+01,-1.64972365e+00,7.22876670e-01,9.07892506e-01
3.22800000e+01,-1.64248339e+00,7.28067308e-01,9.07840456e-01
3.22900000e+01,-1.63519130e+00,7.33263639e-01,9.07788405e-01
3.23000000e+01,-1.62784732e+00,7.38467707e-01,9.07736353e-01
3.23100000e+01,-1.62045135e+00,7.43681521e-01,9.07684300e-01
3.23200000e+01,-1.61300329e+00,7.48907065e-01,9.07632246e-01
3.23300000e+01,-1.60550301e+00,7.54146290e-01,9.07580191e-01
3.23400000e+01,-1.59795037e+00,7.59401126e-01,9.07528134e-01
3.23500000e+01,-1.59034520e+00,7.64673476e-01,9.07476077e-01
3.23600000e+01,-1.58268732e+00,7.69965223e-01,9.07424018e-01
3.23700000e+01,-1.57497652e+00,7.75278226e-01,9.07371959e-01
3.23800000e+01,-1.56721258e+00,7.80614329e-01,9.07319898e-01
3.23900000e+01,-1.55939527e+00,7.85975355e-01,9.07267837e-01
3.24000000e+01,-1.55152431e+00,7.91363116e-01,9.07215774e-01
3.24100000e+01,-1.54359945e+00,7.96779404e-01,9.07163710e-01
3.24200000e+01,-1.53562039e+00,8.02226002e-01,9.07111645e-01
3.24300000e+01,-1.52758681e+00,8.07704681e-01,9.07059580e-01
3.24400000e+01,-1.51949838e+00,8.13217202e-01,9.07007513e-01
3.24500000e+01,-1.51135476e+00,8.18765317e-01,9.06955445e-01
3.24600000e+01,-1.50315559e+00,8.24350771e-01,9.06903376e-01
3.24700000e+01,-1.49490048e+00,8.29975303e-01,9.06851306e-01
3.24800000e+01,-1.48658903e+00,8.35640647e-01,9.06799235e-01
3.24900000e+01,-1.47822083e+00,8.41348533e-01,9.06747163e-01
3.25000000e+01,-1.46979545e+00,8.47100692e-01,9.06695090e-01
3.25100000e+01,-1.46131244e+00,8.52898849e-01,9.06643016e-01
3.25200000e+01,-1.45277132e+00,8.58744732e-01,9.06590941e-01
3.25300000e+01,-1.44417161e+00,8.64640070e-01,9.06538866e-01
3.25400000e+01,-1.43551281e+00,8.70586593e-01,9.06486789e-01
3.25500000e+01,-1.42679440e+00,8.76586036e-01,9.06434711e-01
3.25600000e+01,-1.41801585e+00,8.82640136e-01,9.06382632e-01
3.25700000e+01,-1.40917660e+00,8.88750637e-01,9.06330552e-01
3.25800000e+01,-1.40027607e+00,8.94919288e-01,9.06278471e-01
3.25900000e+01,-1.39131368e+00,9.01147846e-01,9.06226389e-01
3.26000000e+01,-1.38228883e+00,9.07438074e-01,9.06174307e-01
3.26100000e+01,-1.37320088e+00,9.13791748e-01,9.06122223e-01
3.26200000e+01,-1.36404920e+00,9.20210650e-01,9.06070138e-01
3.26300000e+01,-1.35483313e+00,9.26696573e-01,9.06018052e-01
3.26400000e+01,-1.34555198e+00,9.33251323e-01,9.05965966e-01
3.26500000e+01,-1.33620506e+00,9.39876717e-01,9.05913878e-01
3.26600000e+01,-1.32679166e+00,9.46574584e-01,9.05861790e-01
3.26700000e+01,-1.31731105e+00,9.53346769e-01,9.05809700e-01
3.26800000e+01,-1.30776247e+00,9.60195128e-01,9.05757610e-01
3.26900000e+01,-1.29814516e+00,9.67121535e-01,9.05705519e-01
3.27000000e+01,-1.28845832e+00,9.74127877e-01,9.05653426e-01
3.27100000e+01,-1.27870115e+00,9.81216058e-01,9.05601333e-01
3.27200000e+01,-1.26887283e+00,9.88387998e-01,9.05549239e-01
3.27300000e+01,-1.25897250e+00,9.95645635e-01,9.05497144e-01
3.27400000e+01,-1.24899930e+00,1.00299092e+00,9.05445048e-01
3.27500000e+01,-1.23895236e+00,1.01042583e+00,9.05392952e-01
3.27600000e+01,-1.22883075e+00,1.01795236e+00,9.05340854e-01
3.27700000e+01,-1.21863356e+00,1.02557251e+00,9.05288755e-01
3.27800000e+01,-1.20835985e+00,1.03328831e+00,9.05236656e-01
3.27900000e+01,-1.19800865e+00,1.04110181e+00,9.05184555e-01
3.28000000e+01,-1.18757897e+00,1.04901508e+00,9.05132454e-01
3.28100000e+01,-1.17706981e+00,1.05703019e+00,9.05080352e-01
3.28200000e+01,-1.16648014e+00,1.06514926e+00,9.05028249e-01
3.28300000e+01,-1.15580892e+00,1.07337441e+00,9.04976145e-01
3.28400000e+01,-1.14505506e+00,1.08170777e+00,9.04924040e-01
3.28500000e+01,-1.13421749e+00,1.09015152e+00,9.04871934e-01
3.28600000e+01,-1.12329510e+00,1.09870783e+00,9.04819828e-01
3.28700000e+01,-1.11228673e+00,1.10737890e+00,9.04767720e-01
3.28800000e+01,-1.10119125e+00,1.11616695e+00,9.04715612e-01
3.28900000e+01,-1.09000747e+00,1.12507420e+00,9.04663503e-01
3.29000000e+01,-1.07873419e+00,1.13410292e+00,9.04611393e-01
3.29100000e+01,-1.06737018e+00,1.14325536e+00,9.04559282e-01
3.29200000e+01,-1.05591421e+00,1.15253380e+00,9.04507170e-01
3.29300000e+01,-1.04436499e+00,1.16194054e+00,9.04455058e-01
3.29400000e+01,-1.03272125e+00,1.17147789e+00,9.04402944e-01
3.29500000e+01,-1.02098166e+00,1.18114816e+00,9.04350830e-01
3.29600000e+01,-1.00914489e+00,1.19095368e+00,9.04298715e-01
3.29700000e+01,-9.97209573e-01,1.20089680e+00,9.04246599e-01
3.29800000e+01,-9.85174326e-01,1.21097984e+00,9.04194482e-01
3.29900000e+01,-9.73037740e-01,1.22120517e+00,9.04142365e-01
3.30000000e+01,-9.60798385e-01,1.23157512e+00,9.04090246e-01
3.30100000e+01,-9.48454804e-01,1.24209206e+00,9.04038127e-01
3.30200000e+01,-9.36005520e-01,1.25275832e+00,9.03986007e-01
3.30300000e+01,-9.23449030e-01,1.26357625e+00,9.03933887e-01
3.30400000e+01,-9.10783809e-01,1.27454819e+00,9.03881765e-01
3.30500000e+01,-8.98008309e-01,1.28567645e+00,9.03829643e-01
3.30600000e+01,-8.85120957e-01,1.29696334e+00,9.03777519e-01
3.30700000e+01,-8.72120159e-01,1.30841115e+00,9.03725395e-01
3.30800000e+01,-8.59004298e-01,1.32002215e+00,9.03673271e-01
3.30900000e+01,-8.45771735e-01,1.33179856e+00,9.03621145e-01
3.31000000e+01,-8.32420806e-01,1.34374259e+00,9.03569019e-01
3.31100000e+01,-8.18949829e-01,1.35585641e+00,9.03516892e-01
3.31200000e+01,-8.05357098e-01,1.36814214e+00,9.03464764e-01
3.31300000e+01,-7.91640888e-01,1.38060183e+00,9.03412635e-01
3.31400000e+01,-7.77799451e-01,1.39323752e+00,9.03360506e-01
3.31500000e+01,-7.63831022e-01,1.40605115e+00,9.03308376e-01
3.31600000e+01,-7.49733816e-01,1.41904459e+00,9.03256245e-01
3.31700000e+01,-7.35506028e-01,1.43221965e+00,9.03204113e-01
3.31800000e+01,-7.21145838e-01,1.44557805e+00,9.03151981e-01
3.31900000e+01,-7.06651408e-01,1.45912139e+00,9.03099848e-01
3.32000000e+01,-6.92020885e-01,1.47285119e+00,9.03047714e-01
3.32100000e+01,-6.77252399e-01,1.48676884e+00,9.02995579e-01
3.32200000e+01,-6.62344071e-01,1.50087562e+00,9.02943444e-01
3.32300000e+01,-6.47294007e-01,1.51517265e+00,9.02891308e-01
3.32400000e+01,-6.32100304e-01,1.52966091e+00,9.02839171e-01
3.32500000e+01,-6.16761047e-01,1.54434122e+00,9.02787033e-01
3.32600000e+01,-6.01274319e-01,1.55921421e+00,9.02734895e-01
3.32700000e+01,-5.85638192e-01,1.57428033e+00,9.02682756e-01
3.32800000e+01,-5.69850739e-01,1.58953982e+00,9.02630616e-01
3.32900000e+01,-5.53910030e-01,1.60499270e+00,9.02578476e-01
3.33000000e+01,-5.37814134e-01,1.62063875e+00,9.02526334e-01
3.33100000e+01,-5.21561127e-01,1.63647749e+00,9.02474193e-01
3.33200000e+01,-5.05149089e-01,1.65250816e+00,9.02422050e-01
3.33300000e+01,-4.88576109e-01,1.66872971e+00,9.02369907e-01
3.33400000e+01,-4.71840290e-01,1.68514078e+00,9.02317763e-01
3.33500000e+01,-4.54939747e-01,1.70173966e+00,9.02265618e-01
3.33600000e+01,-4.37872617e-01,1.71852429e+00,9.02213473e-01
3.33700000e+01,-4.20637057e-01,1.73549222e+00,9.02161327e-01
3.33800000e+01,-4.03231253e-01,1.75264060e+00,9.02109180e-01
3.33900000e+01,-3.85653420e-01,1.76996614e+00,9.02057033e-01
3.34000000e+01,-3.67901807e-01,1.78746509e+00,9.02004885e-01
3.34100000e+01,-3.49974705e-01,1.80513322e+00,9.01952736e-01
3.34200000e+01,-3.31870448e-01,1.82296579e+00,9.01900587e-01
3.34300000e+01,-3.13587423e-01,1.84095750e+00,9.01848437e-01
3.34400000e+01,-2.95124068e-01,1.85910249e+00,9.01796286e-01
3.34500000e+01,-2.76478887e-01,1.87739428e+00,9.01744134e-01
3.34600000e+01,-2.57650449e-01,1.89582578e+00,9.01691982e-01
3.34700000e+01,-2.38637398e-01,1.91438921e+00,9.01639830e-01
3.34800000e+01,-2.19438460e-01,1.93307609e+00,9.01587676e-01
3.34900000e+01,-2.00052447e-01,1.95187721e+00,9.01535523e-01
3.35000000e+01,-1.80478269e-01,1.97078258e+00,9.01483368e-01
3.35100000e+01,-1.60714939e-01,1.98978144e+00,9.01431213e-01
3.35200000e+01,-1.40761581e-01,2.00886215e+00,9.01379057e-01
3.35300000e+01,-1.20617440e-01,2.02801222e+00,9.01326900e-01
3.35400000e+01,-1.00281889e-01,2.04721824e+00,9.01274743e-01
3.35500000e+01,-7.97544424e-02,2.06646589e+00,9.01222586e-01
3.35600000e+01,-5.90347593e-02,2.08573983e+00,9.01170427e-01
3.35700000e+01,-3.81226584e-02,2.10502376e+00,9.01118268e-01
3.35800000e+01,-1.70181258e-02,2.12430030e+00,9.01066109e-01
3.35900000e+01,4.27867347e-03,2.14355103e+00,9.01013948e-01
3.36000000e+01,2.57673851e-02,2.16275642e+00,9.00961788e-01
3.36100000e+01,4.74474544e-02,2.18189583e+00,9.00909626e-01
3.36200000e+01,6.93181148e-02,2.20094747e+00,9.00857464e-01
3.36300000e+01,9.13783765e-02,2.21988836e+00,9.00805302e-01
3.36400000e+01,1.13627015e-01,2.23869437e+00,9.00753139e-01
3.36500000e+01,1.36062557e-01,2.25734014e+00,9.00700975e-01
3.36600000e+01,1.58683273e-01,2.27579912e+00,9.00648810e-01
3.36700000e+01,1.81487161e-01,2.29404353e+00,9.00596645e-01
3.36800000e+01,2.04471934e-01,2.31204438e+00,9.00544480e-01
3.36900000e+01,2.27635014e-01,2.32977147e+00,9.00492314e-01
3.37000000e+01,2.50973510e-01,2.34719340e+00,9.00440147e-01
3.37100000e+01,2.74484216e-01,2.36427759e+00,9.00387980e-01
3.37200000e+01,2.98163594e-01,2.38099029e+00,9.00335812e-01
3.37300000e+01,3.22007763e-01,2.39729664e+00,9.00283644e-01
3.37400000e+01,3.46012487e-01,2.41316069e+00,9.00231475e-01
3.37500000e+01,3.70173170e-01,2.42854544e+00,9.00179306e-01
3.37600000e+01,3.94484839e-01,2.44341294e+00,9.00127136e-01
3.37700000e+01,4.18942137e-01,2.45772431e+00,9.00074965e-01
3.37800000e+01,4.43539317e-01,2.47143985e+00,9.00022794e-01
3.37900000e+01,4.68270231e-01,2.48451912e+00,8.99970622e-01
3.38000000e+01,4.93128325e-01,2.49692103e+00,8.99918450e-01
3.38100000e+01,5.18106629e-01,2.50860396e+00,8.99866277e-01
3.38200000e+01,5.43197759e-01,2.51952585e+00,8.99814104e-01
3.38300000e+01,5.68393908e-01,2.52964441e+00,8.99761930e-01
3.38400000e+01,5.93686847e-01,2.53891716e+00,8.99709756e-01
3.38500000e+01,6.19067922e-01,2.54730166e+00,8.99657581e-01
3.38600000e+01,6.44528057e-01,2.55475563e+00,8.99605406e-01
3.38700000e+01,6.70057755e-01,2.56123715e+00,8.99553230e-01
3.38800000e+01,6.95647104e-01,2.56670482e+00,8.99501054e-01
3.38900000e+01,7.21285781e-01,2.57111795e+00,8.99448877e-01
3.39000000e+01,7.46963063e-01,2.57443680e+00,8.99396700e-01
3.39100000e+01,7.72667834e-01,2.57662271e+00,8.99344522e-01
3.39200000e+01,7.98388600e-01,2.57763839e+00,8.99292343e-01
3.39300000e+01,8.24113502e-01,2.57744807e+00,8.99240165e-01
3.39400000e+01,8.49830332e-01,2.57601776e+00,8.99187985e-01
3.39500000e+01,8.75526553e-01,2.57331543e+00,8.99135805e-01
3.39600000e+01,9.01189320e-01,2.56931125e+00,8.99083625e-01
3.39700000e+01,9.26805500e-01,2.56397781e+00,8.99031444e-01
3.39800000e+01,9.52361702e-01,2.55729031e+00,8.98979263e-01
3.39900000e+01,9.77844300e-01,2.54922676e+00,8.98927081e-01
3.40000000e+01,1.00323946e+00,2.53976820e+00,8.98874899e-01
3.40100000e+01,1.02853319e+00,2.52889885e+00,8.98822716e-01
3.40200000e+01,1.05371133e+00,2.51660630e+00,8.98770533e-01
3.40300000e+01,1.07875964e+00,2.50288165e+00,8.98718350e-01
3.40400000e+01,1.10366379e+00,2.48771968e+00,8.98666165e-01
3.40500000e+01,1.12840943e+00,2.47111891e+00,8.98613981e-01
3.40600000e+01,1.15298221e+00,2.45308176e+00,8.98561796e-01
3.40700000e+01,1.17736782e+00,2.43361458e+00,8.98509611e-01
3.40800000e+01,1.20155204e+00,2.41272773e+00,8.98457425e-01
3.40900000e+01,1.22552077e+00,2.39043561e+00,8.98405238e-01
3.41000000e+01,1.24926008e+00,2.36675662e+00,8.98353052e-01
3.41100000e+01,1.27275622e+00,2.34171320e+00,8.98300864e-01
3.41200000e+01,1.29599572e+00,2.31533173e+00,8.98248677e-01
3.41300000e+01,1.31896536e+00,2.28764247e+00,8.98196489e-01
3.41400000e+01,1.34165227e+00,2.25867947e+00,8.98144300e-01
3.41500000e+01,1.36404391e+00,2.22848043e+00,8.98092111e-01
3.41600000e+01,1.38612816e+00,2.19708652e+00,8.98039922e-01
3.41700000e+01,1.40789330e+00,2.16454227e+00,8.97987732e-01
3.41800000e+01,1.42932810e+00,2.13089531e+00,8.97935542e-01
3.41900000e+01,1.45042180e+00,2.09619618e+00,8.97883351e-01
3.42000000e+01,1.47116416e+00,2.06049808e+00,8.97831160e-01
3.42100000e+01,1.49154549e+00,2.02385663e+00,8.97778969e-01
3.42200000e+01,1.51155666e+00,1.98632961e+00,8.97726777e-01
3.42300000e+01,1.53118913e+00,1.94797665e+00,8.97674585e-01
3.42400000e+01,1.55043496e+00,1.90885898e+00,8.97622393e-01
3.42500000e+01,1.56928684e+00,1.86903911e+00,8.97570200e-01
3.42600000e+01,1.58773807e+00,1.82858055e+00,8.97518006e-01
3.42700000e+01,1.60578259e+00,1.78754752e+00,8.97465812e-01
3.42800000e+01,1.62341500e+00,1.74600464e+00,8.97413618e-01
3.42900000e+01,1.64063053e+00,1.70401662e+00,8.97361424e-01
3.43000000e+01,1.65742507e+00,1.66164805e+00,8.97309229e-01
3.43100000e+01,1.67379513e+00,1.61896305e+00,8.97257034e-01
3.43200000e+01,1.68973788e+00,1.57602504e+00,8.97204838e-01
3.43300000e+01,1.70525110e+00,1.53289647e+00,8.97152642e-01
3.43400000e+01,1.72033320e+00,1.48963865e+00,8.97100446e-01
3.43500000e+01,1.73498319e+00,1.44631142e+00,8.97048249e-01
3.43600000e+01,1.74920068e+00,1.40297305e+00,8.96996052e-01
3.43700000e+01,1.76298582e+00,1.35968001e+00,8.96943855e-01
3.43800000e+01,1.77633936e+00,1.31648678e+00,8.96891657e-01
3.43900000e+01,1.78926254e+00,1.27344578e+00,8.96839459e-01
3.44000000e+01,1.80175715e+00,1.23060714e+00,8.96787260e-01
3.44100000e+01,1.81382544e+00,1.18801868e+00,8.96735061e-01
3.44200000e+01,1.82547014e+00,1.14572579e+00,8.96682862e-01
3.44300000e+01,1.83669441e+00,1.10377134e+00,8.96630663e-01
3.44400000e+01,1.84750184e+00,1.06219563e+00,8.96578463e-01
3.44500000e+01,1.85789639e+00,1.02103641e+00,8.96526263e-01
3.44600000e+01,1.86788241e+00,9.80328787e-01,8.96474062e-01
3.44700000e+01,1.87746456e+00,9.40105261e-01,8.96421861e-01
3.44800000e+01,1.88664782e+00,9.00395734e-01,8.96369660e-01
3.44900000e+01,1.89543746e+00,8.61227530e-01,8.96317459e-01
3.45000000e+01,1.90383902e+00,8.22625431e-01,8.96265257e-01
3.45100000e+01,1.91185826e+00,7.84611732e-01,8.96213055e-01
3.45200000e+01,1.91950114e+00,7.47206293e-01,8.96160853e-01
3.45300000e+01,1.92677383e+00,7.10426610e-01,8.96108650e-01
