%Time(s.),X-Position (x[2]),Y-Position (x[1]),Input u
9.13300000e+01,-1.36107433e+00,1.06455729e+00,6.24785312e-01
9.13400000e+01,-1.35041035e+00,1.07250448e+00,6.24743136e-01
9.13500000e+01,-1.33966683e+00,1.08049759e+00,6.24700962e-01
9.13600000e+01,-1.32884330e+00,1.08853836e+00,6.24658789e-01
9.13700000e+01,-1.31793927e+00,1.09662847e+00,6.24616619e-01
9.13800000e+01,-1.30695426e+00,1.10476962e+00,6.24574450e-01
9.13900000e+01,-1.29588773e+00,1.11296347e+00,6.24532283e-01
9.14000000e+01,-1.28473916e+00,1.12121167e+00,6.24490118e-01
9.14100000e+01,-1.27350800e+00,1.12951587e+00,6.24447955e-01
9.14200000e+01,-1.26219367e+00,1.13787766e+00,6.24405794e-01
9.14300000e+01,-1.25079559e+00,1.14629865e+00,6.24363634e-01
9.14400000e+01,-1.23931318e+00,1.15478043e+00,6.24321477e-01
9.14500000e+01,-1.22774580e+00,1.16332456e+00,6.24279321e-01
9.14600000e+01,-1.21609283e+00,1.17193257e+00,6.24237168e-01
9.14700000e+01,-1.20435363e+00,1.18060601e+00,6.24195016e-01
9.14800000e+01,-1.19252754e+00,1.18934636e+00,6.24152866e-01
9.14900000e+01,-1.18061388e+00,1.19815512e+00,6.24110718e-01
9.15000000e+01,-1.16861196e+00,1.20703376e+00,6.24068571e-01
9.15100000e+01,-1.15652107e+00,1.21598371e+00,6.24026427e-01
9.15200000e+01,-1.14434050e+00,1.22500639e+00,6.23984284e-01
9.15300000e+01,-1.13206951e+00,1.23410320e+00,6.23942144e-01
9.15400000e+01,-1.11970737e+00,1.24327552e+00,6.23900005e-01
9.15500000e+01,-1.10725330e+00,1.25252468e+00,6.23857868e-01
9.15600000e+01,-1.09470653e+00,1.26185200e+00,6.23815733e-01
9.15700000e+01,-1.08206628e+00,1.27125877e+00,6.23773600e-01
9.15800000e+01,-1.06933175e+00,1.28074625e+00,6.23731468e-01
9.15900000e+01,-1.05650212e+00,1.29031566e+00,6.23689339e-01
9.16000000e+01,-1.04357658e+00,1.29996819e+00,6.23647211e-01
9.16100000e+01,-1.03055428e+00,1.30970501e+00,6.23605085e-01
9.16200000e+01,-1.01743439e+00,1.31952721e+00,6.23562962e-01
9.16300000e+01,-1.00421604e+00,1.32943589e+00,6.23520840e-01
9.16400000e+01,-9.90898357e-01,1.33943208e+00,6.23478720e-01
9.16500000e+01,-9.77480476e-01,1.34951676e+00,6.23436601e-01
9.16600000e+01,-9.63961504e-01,1.35969088e+00,6.23394485e-01
9.16700000e+01,-9.50340542e-01,1.36995533e+00,6.23352370e-01
9.16800000e+01,-9.36616687e-01,1.38031095e+00,6.23310258e-01
9.16900000e+01,-9.22789023e-01,1.39075851e+00,6.23268147e-01
9.17000000e+01,-9.08856629e-01,1.40129875e+00,6.23226038e-01
9.17100000e+01,-8.94818578e-01,1.41193233e+00,6.23183931e-01
9.17200000e+01,-8.80673935e-01,1.42265983e+00,6.23141826e-01
9.17300000e+01,-8.66421759e-01,1.43348178e+00,6.23099722e-01
9.17400000e+01,-8.52061107e-01,1.44439862e+00,6.23057621e-01
9.17500000e+01,-8.37591028e-01,1.45541073e+00,6.23015521e-01
9.17600000e+01,-8.23010570e-01,1.46651840e+00,6.22973424e-01
9.17700000e+01,-8.08318780e-01,1.47772182e+00,6.22931328e-01
9.17800000e+01,-7.93514700e-01,1.48902110e+00,6.22889234e-01
9.17900000e+01,-7.78597374e-01,1.50041625e+00,6.22847142e-01
9.18000000e+01,-7.63565846e-01,1.51190718e+00,6.22805051e-01
9.18100000e+01,-7.48419159e-01,1.52349369e+00,6.22762963e-01
9.18200000e+01,-7.33156363e-01,1.53517545e+00,6.22720877e-01
9.18300000e+01,-7.17776508e-01,1.54695205e+00,6.22678792e-01
9.18400000e+01,-7.02278651e-01,1.55882292e+00,6.22636709e-01
9.18500000e+01,-6.86661855e-01,1.57078736e+00,6.22594628e-01
9.18600000e+01,-6.70925188e-01,1.58284454e+00,6.22552549e-01
9.18700000e+01,-6.55067732e-01,1.59499349e+00,6.22510472e-01
9.18800000e+01,-6.39088574e-01,1.60723308e+00,6.22468397e-01
9.18900000e+01,-6.22986818e-01,1.61956201e+00,6.22426323e-01
9.19000000e+01,-6.06761578e-01,1.63197883e+00,6.22384251e-01
9.19100000e+01,-5.90411986e-01,1.64448190e+00,6.22342182e-01
9.19200000e+01,-5.73937189e-01,1.65706940e+00,6.22300114e-01
9.19300000e+01,-5.57336355e-01,1.66973932e+00,6.22258048e-01
9.19400000e+01,-5.40608673e-01,1.68248945e+00,6.22215984e-01
9.19500000e+01,-5.23753353e-01,1.69531736e+00,6.22173921e-01
9.19600000e+01,-5.06769632e-01,1.70822041e+00,6.22131861e-01
9.19700000e+01,-4.89656776e-01,1.72119572e+00,6.22089802e-01
9.19800000e+01,-4.72414077e-01,1.73424019e+00,6.22047746e-01
9.19900000e+01,-4.55040862e-01,1.74735046e+00,6.22005691e-01
9.20000000e+01,-4.37536493e-01,1.76052291e+00,6.21963638e-01
9.20100000e+01,-4.19900369e-01,1.77375366e+00,6.21921587e-01
9.20200000e+01,-4.02131927e-01,1.78703854e+00,6.21879538e-01
9.20300000e+01,-3.84230649e-01,1.80037310e+00,6.21837490e-01
9.20400000e+01,-3.66196065e-01,1.81375259e+00,6.21795445e-01
9.20500000e+01,-3.48027749e-01,1.82717195e+00,6.21753401e-01
9.20600000e+01,-3.29725330e-01,1.84062580e+00,6.21711359e-01
9.20700000e+01,-3.11288494e-01,1.85410842e+00,6.21669319e-01
9.20800000e+01,-2.92716982e-01,1.86761376e+00,6.21627281e-01
9.20900000e+01,-2.74010600e-01,1.88113541e+00,6.21585245e-01
9.21000000e+01,-2.55169218e-01,1.89466660e+00,6.21543211e-01
9.21100000e+01,-2.36192777e-01,1.90820019e+00,6.21501178e-01
9.21200000e+01,-2.17081290e-01,1.92172864e+00,6.21459147e-01
9.21300000e+01,-1.97834848e-01,1.93524404e+00,6.21417119e-01
9.21400000e+01,-1.78453621e-01,1.94873806e+00,6.21375092e-01
9.21500000e+01,-1.58937868e-01,1.96220196e+00,6.21333067e-01
9.21600000e+01,-1.39287933e-01,1.97562658e+00,6.21291044e-01
9.21700000e+01,-1.19504257e-01,1.98900233e+00,6.21249022e-01
9.21800000e+01,-9.95873761e-02,2.00231919e+00,6.21207003e-01
9.21900000e+01,-7.95379314e-02,2.01556667e+00,6.21164985e-01
9.22000000e+01,-5.93566690e-02,2.02873386e+00,6.21122969e-01
9.22100000e+01,-3.90444466e-02,2.04180938e+00,6.21080956e-01
9.22200000e+01,-1.86022382e-02,2.05478137e+00,6.21038944e-01
9.22300000e+01,1.96886205e-03,2.06763753e+00,6.20996933e-01
9.22400000e+01,2.26676346e-02,2.08036508e+00,6.20954925e-01
9.22500000e+01,4.34927301e-02,2.09295078e+00,6.20912919e-01
9.22600000e+01,6.44426646e-02,2.10538089e+00,6.20870914e-01
9.22700000e+01,8.55158148e-02,2.11764123e+00,6.20828911e-01
9.22800000e+01,1.06710413e-01,2.12971715e+00,6.20786911e-01
9.22900000e+01,1.28024545e-01,2.14159352e+00,6.20744912e-01
9.23000000e+01,1.49456140e-01,2.15325478e+00,6.20702914e-01
9.23100000e+01,1.71002973e-01,2.16468490e+00,6.20660919e-01
9.23200000e+01,1.92662654e-01,2.17586741e+00,6.20618926e-01
9.23300000e+01,2.14432628e-01,2.18678543e+00,6.20576934e-01
9.23400000e+01,2.36310170e-01,2.19742165e+00,6.20534944e-01
9.23500000e+01,2.58292379e-01,2.20775837e+00,6.20492957e-01
9.23600000e+01,2.80376176e-01,2.21777752e+00,6.20450971e-01
9.23700000e+01,3.02558299e-01,2.22746066e+00,6.20408986e-01
9.23800000e+01,3.24835302e-01,2.23678901e+00,6.20367004e-01
9.23900000e+01,3.47203548e-01,2.24574351e+00,6.20325024e-01
9.24000000e+01,3.69659211e-01,2.25430478e+00,6.20283045e-01
9.24100000e+01,3.92198268e-01,2.26245323e+00,6.20241069e-01
9.24200000e+01,4.14816499e-01,2.27016903e+00,6.20199094e-01
9.24300000e+01,4.37509488e-01,2.27743219e+00,6.20157121e-01
9.24400000e+01,4.60272616e-01,2.28422258e+00,6.20115150e-01
9.24500000e+01,4.83101064e-01,2.29051996e+00,6.20073180e-01
9.24600000e+01,5.05989811e-01,2.29630407e+00,6.20031213e-01
9.24700000e+01,5.28933632e-01,2.30155461e+00,6.19989247e-01
9.24800000e+01,5.51927102e-01,2.30625137e+00,6.19947284e-01
9.24900000e+01,5.74964592e-01,2.31037422e+00,6.19905322e-01
9.25000000e+01,5.98040276e-01,2.31390319e+00,6.19863362e-01
9.25100000e+01,6.21148127e-01,2.31681852e+00,6.19821404e-01
9.25200000e+01,6.44281923e-01,2.31910076e+00,6.19779447e-01
9.25300000e+01,6.67435252e-01,2.32073076e+00,6.19737493e-01
9.25400000e+01,6.90601508e-01,2.32168978e+00,6.19695541e-01
9.25500000e+01,7.13773904e-01,2.32195958e+00,6.19653590e-01
9.25600000e+01,7.36945472e-01,2.32152242e+00,6.19611641e-01
9.25700000e+01,7.60109072e-01,2.32036117e+00,6.19569694e-01
9.25800000e+01,7.83257393e-01,2.31845939e+00,6.19527749e-01
9.25900000e+01,8.06382965e-01,2.31580135e+00,6.19485806e-01
9.26000000e+01,8.29478167e-01,2.31237216e+00,6.19443864e-01
9.26100000e+01,8.52535231e-01,2.30815779e+00,6.19401925e-01
9.26200000e+01,8.75546255e-01,2.30314516e+00,6.19359987e-01
9.26300000e+01,8.98503210e-01,2.29732219e+00,6.19318051e-01
9.26400000e+01,9.21397955e-01,2.29067789e+00,6.19276117e-01
9.26500000e+01,9.44222241e-01,2.28320240e+00,6.19234185e-01
9.26600000e+01,9.66967730e-01,2.27488705e+00,6.19192255e-01
9.26700000e+01,9.89626000e-01,2.26572446e+00,6.19150326e-01
9.26800000e+01,1.01218857e+00,2.25570851e+00,6.19108400e-01
9.26900000e+01,1.03464689e+00,2.24483447e+00,6.19066475e-01
9.27000000e+01,1.05699238e+00,2.23309901e+00,6.19024552e-01
9.27100000e+01,1.07921643e+00,2.22050024e+00,6.18982631e-01
9.27200000e+01,1.10131044e+00,2.20703776e+00,6.18940712e-01
9.27300000e+01,1.12326577e+00,2.19271268e+00,6.18898795e-01
9.27400000e+01,1.14507383e+00,2.17752763e+00,6.18856879e-01
9.27500000e+01,1.16672607e+00,2.16148683e+00,6.18814965e-01
9.27600000e+01,1.18821396e+00,2.14459604e+00,6.18773054e-01
9.27700000e+01,1.20952906e+00,2.12686260e+00,6.18731144e-01
9.27800000e+01,1.23066301e+00,2.10829545e+00,6.18689236e-01
9.27900000e+01,1.25160753e+00,2.08890507e+00,6.18647330e-01
9.28000000e+01,1.27235447e+00,2.06870351e+00,6.18605425e-01
9.28100000e+01,1.29289579e+00,2.04770435e+00,6.18563523e-01
9.28200000e+01,1.31322362e+00,2.02592268e+00,6.18521622e-01
9.28300000e+01,1.33333022e+00,2.00337505e+00,6.18479723e-01
9.28400000e+01,1.35320805e+00,1.98007946e+00,6.18437826e-01
9.28500000e+01,1.37284972e+00,1.95605529e+00,6.18395931e-01
9.28600000e+01,1.39224808e+00,1.93132324e+00,6.18354038e-01
9.28700000e+01,1.41139616e+00,1.90590530e+00,6.18312147e-01
9.28800000e+01,1.43028723e+00,1.87982465e+00,6.18270257e-01
9.28900000e+01,1.44891481e+00,1.85310561e+00,6.18228370e-01
9.29000000e+01,1.46727265e+00,1.82577359e+00,6.18186484e-01
9.29100000e+01,1.48535475e+00,1.79785494e+00,6.18144600e-01
9.29200000e+01,1.50315541e+00,1.76937695e+00,6.18102718e-01
9.29300000e+01,1.52066918e+00,1.74036770e+00,6.18060837e-01
9.29400000e+01,1.53789090e+00,1.71085602e+00,6.18018959e-01
9.29500000e+01,1.55481571e+00,1.68087134e+00,6.17977082e-01
9.29600000e+01,1.57143902e+00,1.65044368e+00,6.17935208e-01
9.29700000e+01,1.58775658e+00,1.61960347e+00,6.17893335e-01
9.29800000e+01,1.60376442e+00,1.58838151e+00,6.17851464e-01
9.29900000e+01,1.61945889e+00,1.55680886e+00,6.17809595e-01
9.30000000e+01,1.63483663e+00,1.52491675e+00,6.17767727e-01
9.30100000e+01,1.64989463e+00,1.49273648e+00,6.17725862e-01
9.30200000e+01,1.66463016e+00,1.46029933e+00,6.17683998e-01
9.30300000e+01,1.67904081e+00,1.42763649e+00,6.17642137e-01
9.30400000e+01,1.69312448e+00,1.39477894e+00,6.17600277e-01
9.30500000e+01,1.70687939e+00,1.36175738e+00,6.17558419e-01
9.30600000e+01,1.72030406e+00,1.32860218e+00,6.17516562e-01
9.30700000e+01,1.73339729e+00,1.29534326e+00,6.17474708e-01
9.30800000e+01,1.74615820e+00,1.26201004e+00,6.17432856e-01
9.30900000e+01,1.75858619e+00,1.22863135e+00,6.17391005e-01
9.31000000e+01,1.77068095e+00,1.19523542e+00,6.17349156e-01
9.31100000e+01,1.78244246e+00,1.16184975e+00,6.17307309e-01
9.31200000e+01,1.79387093e+00,1.12850110e+00,6.17265464e-01
9.31300000e+01,1.80496688e+00,1.09521544e+00,6.17223621e-01
9.31400000e+01,1.81573106e+00,1.06201788e+00,6.17181779e-01
9.31500000e+01,1.82616447e+00,1.02893267e+00,6.17139940e-01
9.31600000e+01,1.83626835e+00,9.95983110e-01,6.17098102e-01
9.31700000e+01,1.84604416e+00,9.63191575e-01,6.17056266e-01
9.31800000e+01,1.85549360e+00,9.30579462e-01,6.17014432e-01
9.31900000e+01,1.86461854e+00,8.98167174e-01,6.16972600e-01
9.32000000e+01,1.87342110e+00,8.65974107e-01,6.16930770e-01
9.32100000e+01,1.88190354e+00,8.34018638e-01,6.16888941e-01
9.32200000e+01,1.89006832e+00,8.02318120e-01,6.16847115e-01
9.32300000e+01,1.89791808e+00,7.70888877e-01,6.16805290e-01
9.32400000e+01,1.90545559e+00,7.39746207e-01,6.16763467e-01
9.32500000e+01,1.91268379e+00,7.08904387e-01,6.16721646e-01
9.32600000e+01,1.91960575e+00,6.78376680e-01,6.16679827e-01
9.32700000e+01,1.92622467e+00,6.48175349e-01,6.16638009e-01
9.32800000e+01,1.93254385e+00,6.18311671e-01,6.16596194e-01
9.32900000e+01,1.93856673e+00,5.88795951e-01,6.16554380e-01
9.33000000e+01,1.94429682e+00,5.59637546e-01,6.16512568e-01
9.33100000e+01,1.94973773e+00,5.30844886e-01,6.16470758e-01
9.33200000e+01,1.95489315e+00,5.02425496e-01,6.16428950e-01
9.33300000e+01,1.95976684e+00,4.74386024e-01,6.16387144e-01
9.33400000e+01,1.96436262e+00,4.46732266e-01,6.16345339e-01
9.33500000e+01,1.96868436e+00,4.19469196e-01,6.16303537e-01
9.33600000e+01,1.97273600e+00,3.92600994e-01,6.16261736e-01
9.33700000e+01,1.97652147e+00,3.66131079e-01,6.16219937e-01
9.33800000e+01,1.98004478e+00,3.40062136e-01,6.16178140e-01
9.33900000e+01,1.98330993e+00,3.14396152e-01,6.16136345e-01
9.34000000e+01,1.98632096e+00,2.89134443e-01,6.16094551e-01
9.34100000e+01,1.98908190e+00,2.64277690e-01,6.16052760e-01
9.34200000e+01,1.99159679e+00,2.39825971e-01,6.16010970e-01
9.34300000e+01,1.99386968e+00,2.15778787e-01,6.15969182e-01
9.34400000e+01,1.99590460e+00,1.92135101e-01,6.15927396e-01
9.34500000e+01,1.99770556e+00,1.68893365e-01,6.15885612e-01
9.34600000e+01,1.99927658e+00,1.46051552e-01,6.15843830e-01
9.34700000e+01,2.00062162e+00,1.23607184e-01,6.15802049e-01
9.34800000e+01,2.00174464e+00,1.01557367e-01,6.15760270e-01
9.34900000e+01,2.00264957e+00,7.98988131e-02,6.15718494e-01
9.35000000e+01,2.00334028e+00,5.86278719e-02,6.15676719e-01
9.35100000e+01,2.00382063e+00,3.77405582e-02,6.15634946e-01
9.35200000e+01,2.00409443e+00,1.72325770e-02,6.15593174e-01
9.35300000e+01,2.00416543e+00,-2.90065043e-03,6.15551405e-01
9.35400000e+01,2.00403736e+00,-2.26639624e-02,6.15509637e-01
9.35500000e+01,2.00371388e+00,-4.20624329e-02,6.15467872e-01
9.35600000e+01,2.00319860e+00,-6.11013496e-02,6.15426108e-01
9.35700000e+01,2.00249509e+00,-7.97861917e-02,6.15384346e-01
9.35800000e+01,2.00160685e+00,-9.81226094e-02,6.15342586e-01
9.35900000e+01,2.00053734e+00,-1.16116405e-01,6.15300827e-01
9.36000000e+01,1.99928993e+00,-1.33773512e-01,6.15259071e-01
9.36100000e+01,1.99786796e+00,-1.51099982e-01,6.15217316e-01
9.36200000e+01,1.99627471e+00,-1.68101961e-01,6.15175563e-01
9.36300000e+01,1.99451337e+00,-1.84785682e-01,6.15133812e-01
9.36400000e+01,1.99258709e+00,-2.01157442e-01,6.15092063e-01
9.36500000e+01,1.99049895e+00,-2.17223594e-01,6.15050316e-01
9.36600000e+01,1.98825198e+00,-2.32990530e-01,6.15008570e-01
9.36700000e+01,1.98584912e+00,-2.48464671e-01,6.14966827e-01
9.36800000e+01,1.98329327e+00,-2.63652453e-01,6.14925085e-01
9.36900000e+01,1.98058725e+00,-2.78560322e-01,6.14883345e-01
9.37000000e+01,1.97773382e+00,-2.93194715e-01,6.14841607e-01
9.37100000e+01,1.97473568e+00,-3.07562059e-01,6.14799871e-01
9.37200000e+01,1.97159546e+00,-3.21668758e-01,6.14758136e-01
9.37300000e+01,1.96831573e+00,-3.35521187e-01,6.14716404e-01
9.37400000e+01,1.96489900e+00,-3.49125683e-01,6.14674673e-01
9.37500000e+01,1.96134771e+00,-3.62488542e-01,6.14632944e-01
9.37600000e+01,1.95766425e+00,-3.75616007e-01,6.14591217e-01
9.37700000e+01,1.95385092e+00,-3.88514270e-01,6.14549492e-01
9.37800000e+01,1.94990998e+00,-4.01189459e-01,6.14507769e-01
9.37900000e+01,1.94584364e+00,-4.13647641e-01,6.14466047e-01
9.38000000e+01,1.94165403e+00,-4.25894813e-01,6.14424327e-01
9.38100000e+01,1.93734322e+00,-4.37936900e-01,6.14382609e-01
9.38200000e+01,1.93291323e+00,-4.49779753e-01,6.14340893e-01
9.38300000e+01,1.92836602e+00,-4.61429144e-01,6.14299179e-01
9.38400000e+01,1.92370350e+00,-4.72890767e-01,6.14257467e-01
9.38500000e+01,1.91892750e+00,-4.84170231e-01,6.14215757e-01
9.38600000e+01,1.91403982e+00,-4.95273063e-01,6.14174048e-01
9.38700000e+01,1.90904220e+00,-5.06204704e-01,6.14132341e-01
9.38800000e+01,1.90393631e+00,-5.16970510e-01,6.14090636e-01
9.38900000e+01,1.89872378e+00,-5.27575749e-01,6.14048933e-01
9.39000000e+01,1.89340620e+00,-5.38025601e-01,6.14007232e-01
9.39100000e+01,1.88798508e+00,-5.48325157e-01,6.13965532e-01
9.39200000e+01,1.88246190e+00,-5.58479422e-01,6.13923835e-01
9.39300000e+01,1.87683809e+00,-5.68493311e-01,6.13882139e-01
9.39400000e+01,1.87111503e+00,-5.78371651e-01,6.13840445e-01
9.39500000e+01,1.86529403e+00,-5.88119181e-01,6.13798753e-01
9.39600000e+01,1.85937639e+00,-5.97740555e-01,6.13757063e-01
9.39700000e+01,1.85336334e+00,-6.07240337e-01,6.13715374e-01
9.39800000e+01,1.84725607e+00,-6.16623008e-01,6.13673688e-01
9.39900000e+01,1.84105573e+00,-6.25892962e-01,6.13632003e-01
9.40000000e+01,1.83476343e+00,-6.35054511e-01,6.13590320e-01
9.40100000e+01,1.82838021e+00,-6.44111883e-01,6.13548639e-01
9.40200000e+01,1.82190710e+00,-6.53069223e-01,6.13506960e-01
9.40300000e+01,1.81534509e+00,-6.61930599e-01,6.13465282e-01
9.40400000e+01,1.80869510e+00,-6.70699996e-01,6.13423607e-01
9.40500000e+01,1.80195803e+00,-6.79381324e-01,6.13381933e-01
9.40600000e+01,1.79513475e+00,-6.87978415e-01,6.13340261e-01
9.40700000e+01,1.78822608e+00,-6.96495025e-01,6.13298591e-01
9.40800000e+01,1.78123279e+00,-7.04934840e-01,6.13256923e-01
9.40900000e+01,1.77415565e+00,-7.13301470e-01,6.13215257e-01
9.41000000e+01,1.76699536e+00,-7.21598457e-01,6.13173592e-01
9.41100000e+01,1.75975260e+00,-7.29829274e-01,6.13131929e-01
9.41200000e+01,1.75242801e+00,-7.37997324e-01,6.13090269e-01
9.41300000e+01,1.74502221e+00,-7.46105948e-01,6.13048609e-01
9.41400000e+01,1.73753576e+00,-7.54158419e-01,6.13006952e-01
9.41500000e+01,1.72996922e+00,-7.62157950e-01,6.12965297e-01
9.41600000e+01,1.72232309e+00,-7.70107692e-01,6.12923643e-01
9.41700000e+01,1.71459786e+00,-7.78010737e-01,6.12881992e-01
9.41800000e+01,1.70679398e+00,-7.85870117e-01,6.12840342e-01
9.41900000e+01,1.69891187e+00,-7.93688811e-01,6.12798694e-01
9.42000000e+01,1.69095192e+00,-8.01469740e-01,6.12757048e-01
9.42100000e+01,1.68291450e+00,-8.09215774e-01,6.12715403e-01
9.42200000e+01,1.67479993e+00,-8.16929729e-01,6.12673761e-01
9.42300000e+01,1.66660852e+00,-8.24614373e-01,6.12632120e-01
9.42400000e+01,1.65834056e+00,-8.32272423e-01,6.12590481e-01
9.42500000e+01,1.64999629e+00,-8.39906551e-01,6.12548844e-01
9.42600000e+01,1.64157594e+00,-8.47519380e-01,6.12507209e-01
9.42700000e+01,1.63307971e+00,-8.55113492e-01,6.12465576e-01
9.42800000e+01,1.62450778e+00,-8.62691422e-01,6.12423944e-01
9.42900000e+01,1.61586028e+00,-8.70255667e-01,6.12382315e-01
9.43000000e+01,1.60713736e+00,-8.77808680e-01,6.12340687e-01
9.43100000e+01,1.59833910e+00,-8.85352877e-01,6.12299061e-01
9.43200000e+01,1.58946558e+00,-8.92890635e-01,6.12257437e-01
9.43300000e+01,1.58051686e+00,-9.00424295e-01,6.12215814e-01
9.43400000e+01,1.57149297e+00,-9.07956162e-01,6.12174194e-01
9.43500000e+01,1.56239391e+00,-9.15488506e-01,6.12132575e-01
9.43600000e+01,1.55321966e+00,-9.23023565e-01,6.12090958e-01
9.43700000e+01,1.54397019e+00,-9.30563544e-01,6.12049344e-01
9.43800000e+01,1.53464544e+00,-9.38110616e-01,6.12007730e-01
9.43900000e+01,1.52524532e+00,-9.45666926e-01,6.11966119e-01
9.44000000e+01,1.51576973e+00,-9.53234587e-01,6.11924510e-01
9.44100000e+01,1.50621856e+00,-9.60815688e-01,6.11882902e-01
9.44200000e+01,1.49659165e+00,-9.68412286e-01,6.11841296e-01
9.44300000e+01,1.48688884e+00,-9.76026414e-01,6.11799692e-01
9.44400000e+01,1.47710994e+00,-9.83660079e-01,6.11758090e-01
9.44500000e+01,1.46725476e+00,-9.91315264e-01,6.11716490e-01
9.44600000e+01,1.45732306e+00,-9.98993926e-01,6.11674891e-01
9.44700000e+01,1.44731460e+00,-1.00669800e+00,6.11633294e-01
9.44800000e+01,1.43722912e+00,-1.01442940e+00,6.11591700e-01
9.44900000e+01,1.42706634e+00,-1.02219001e+00,6.11550107e-01
9.45000000e+01,1.41682595e+00,-1.02998171e+00,6.11508515e-01
9.45100000e+01,1.40650764e+00,-1.03780633e+00,6.11466926e-01
9.45200000e+01,1.39611106e+00,-1.04566571e+00,6.11425339e-01
9.45300000e+01,1.38563587e+00,-1.05356166e+00,6.11383753e-01
9.45400000e+01,1.37508168e+00,-1.06149595e+00,6.11342169e-01
9.45500000e+01,1.36444812e+00,-1.06947036e+00,6.11300587e-01
9.45600000e+01,1.35373476e+00,-1.07748664e+00,6.11259007e-01
9.45700000e+01,1.34294118e+00,-1.08554651e+00,6.11217428e-01
9.45800000e+01,1.33206694e+00,-1.09365168e+00,6.11175852e-01
9.45900000e+01,1.32111157e+00,-1.10180386e+00,6.11134277e-01
9.46000000e+01,1.31007460e+00,-1.11000470e+00,6.11092704e-01
9.46100000e+01,1.29895554e+00,-1.11825587e+00,6.11051133e-01
9.46200000e+01,1.28775388e+00,-1.12655900e+00,6.11009564e-01
9.46300000e+01,1.27646908e+00,-1.13491571e+00,6.10967997e-01
9.46400000e+01,1.26510061e+00,-1.14332760e+00,6.10926431e-01
9.46500000e+01,1.25364791e+00,-1.15179625e+00,6.10884867e-01
9.46600000e+01,1.24211039e+00,-1.16032322e+00,6.10843306e-01
9.46700000e+01,1.23048748e+00,-1.16891005e+00,6.10801746e-01
9.46800000e+01,1.21877857e+00,-1.17755826e+00,6.10760187e-01
9.46900000e+01,1.20698304e+00,-1.18626934e+00,6.10718631e-01
9.47000000e+01,1.19510025e+00,-1.19504478e+00,6.10677076e-01
9.47100000e+01,1.18312955e+00,-1.20388604e+00,6.10635524e-01
9.47200000e+01,1.17107028e+00,-1.21279454e+00,6.10593973e-01
9.47300000e+01,1.15892176e+00,-1.22177169e+00,6.10552424e-01
9.47400000e+01,1.14668331e+00,-1.23081888e+00,6.10510876e-01
9.47500000e+01,1.13435420e+00,-1.23993747e+00,6.10469331e-01
9.47600000e+01,1.12193373e+00,-1.24912879e+00,6.10427787e-01
9.47700000e+01,1.10942116e+00,-1.25839415e+00,6.10386246e-01
9.47800000e+01,1.09681575e+00,-1.26773481e+00,6.10344706e-01
9.47900000e+01,1.08411673e+00,-1.27715202e+00,6.10303167e-01
9.48000000e+01,1.07132334e+00,-1.28664700e+00,6.10261631e-01
9.48100000e+01,1.05843480e+00,-1.29622092e+00,6.10220097e-01
9.48200000e+01,1.04545032e+00,-1.30587492e+00,6.10178564e-01
9.48300000e+01,1.03236908e+00,-1.31561010e+00,6.10137033e-01
9.48400000e+01,1.01919027e+00,-1.32542754e+00,6.10095504e-01
9.48500000e+01,1.00591307e+00,-1.33532824e+00,6.10053977e-01
9.48600000e+01,9.92536640e-01,-1.34531320e+00,6.10012452e-01
9.48700000e+01,9.79060135e-01,-1.35538333e+00,6.09970928e-01
9.48800000e+01,9.65482700e-01,-1.36553953e+00,6.09929407e-01
9.48900000e+01,9.51803473e-01,-1.37578262e+00,6.09887887e-01
9.49000000e+01,9.38021583e-01,-1.38611338e+00,6.09846369e-01
9.49100000e+01,9.24136150e-01,-1.39653252e+00,6.09804853e-01
9.49200000e+01,9.10146289e-01,-1.40704070e+00,6.09763338e-01
9.49300000e+01,8.96051109e-01,-1.41763852e+00,6.09721826e-01
9.49400000e+01,8.81849712e-01,-1.42832650e+00,6.09680315e-01
9.49500000e+01,8.67541197e-01,-1.43910508e+00,6.09638806e-01
9.49600000e+01,8.53124657e-01,-1.44997465e+00,6.09597299e-01
9.49700000e+01,8.38599182e-01,-1.46093551e+00,6.09555794e-01
9.49800000e+01,8.23963861e-01,-1.47198785e+00,6.09514290e-01
9.49900000e+01,8.09217779e-01,-1.48313183e+00,6.09472789e-01
9.50000000e+01,7.94360022e-01,-1.49436745e+00,6.09431289e-01
9.50100000e+01,7.79389675e-01,-1.50569466e+00,6.09389791e-01
9.50200000e+01,7.64305826e-01,-1.51711328e+00,6.09348295e-01
9.50300000e+01,7.49107563e-01,-1.52862304e+00,6.09306801e-01
9.50400000e+01,7.33793978e-01,-1.54022355e+00,6.09265308e-01
9.50500000e+01,7.18364169e-01,-1.55191429e+00,6.09223818e-01
9.50600000e+01,7.02817238e-01,-1.56369463e+00,6.09182329e-01
9.50700000e+01,6.87152294e-01,-1.57556379e+00,6.09140842e-01
9.50800000e+01,6.71368455e-01,-1.58752087e+00,6.09099357e-01
9.50900000e+01,6.55464849e-01,-1.59956481e+00,6.09057873e-01
9.51000000e+01,6.39440616e-01,-1.61169441e+00,6.09016392e-01
9.51100000e+01,6.23294906e-01,-1.62390830e+00,6.08974912e-01
9.51200000e+01,6.07026887e-01,-1.63620496e+00,6.08933434e-01
9.51300000e+01,5.90635741e-01,-1.64858267e+00,6.08891958e-01
