0.00000000e+00,1.00000000e+01,0.00000000e+00,0.00000000e+00,8.16700680e+00
6.28318520e-01,8.68712072e+00,4.90177302e+00,-4.08334699e+00,7.09477740e+00
1.25663704e+00,5.09581401e+00,8.51645880e+00,-7.09450564e+00,4.16175477e+00
1.88495556e+00,1.68728855e-01,9.89620294e+00,-8.24388038e+00,1.37800970e-01
2.51327408e+00,-4.80133515e+00,8.67965802e+00,-7.23045625e+00,-3.92125368e+00
3.14159260e+00,-8.51064059e+00,5.18661819e+00,-4.32063290e+00,-6.95064595e+00
3.76991112e+00,-9.98650598e+00,3.33954998e-01,-2.78196099e-01,-8.15598622e+00
4.39822964e+00,-8.84236941e+00,-4.60504782e+00,3.83616460e+00,-7.22156911e+00
5.02654816e+00,-5.37903734e+00,-8.33478942e+00,6.94316875e+00,-4.39306345e+00
5.65486668e+00,-5.05599588e-01,-9.87721420e+00,8.22806210e+00,-4.12923527e-01
6.28318520e+00,4.49919747e+00,-8.82828866e+00,7.35427074e+00,3.67449763e+00
6.91150372e+00,8.32248241e+00,-5.46383646e+00,4.55156533e+00,6.79697704e+00
7.53982224e+00,9.96165453e+00,-6.67008717e-01,5.55641402e-01,8.13569003e+00
8.16814076e+00,8.98730114e+00,4.30353842e+00,-3.58499681e+00,7.33993495e+00
8.79645928e+00,5.65569021e+00,8.14390680e+00,-6.78415691e+00,4.61900603e+00
9.42477780e+00,8.41368926e-01,9.84700112e+00,-8.20289356e+00,6.87146574e-01
1.00530963e+01,-4.19240463e+00,8.96662870e+00,-7.46951279e+00,-3.42393971e+00
1.06814148e+01,-8.12513514e+00,5.73439701e+00,-4.77695165e+00,-6.63580339e+00
1.13097334e+01,-9.92549167e+00,9.98783087e-01,-8.32020962e-01,-8.10615579e+00
1.19380519e+01,-9.12176685e+00,-3.99759580e+00,3.33013599e+00,-7.44975319e+00
1.25663704e+01,-5.92546764e+00,-7.94404280e+00,6.61766326e+00,-4.83933345e+00
1.31946889e+01,-1.17565602e+00,-9.80561563e+00,8.16841801e+00,-9.60159067e-01
1.38230074e+01,3.88131345e+00,-9.09453657e+00,7.57606448e+00,3.16987133e+00
1.44513260e+01,7.91883796e+00,-5.99800196e+00,4.99654372e+00,6.46732034e+00
1.50796445e+01,9.87807624e+00,-1.32890208e+00,1.10702154e+00,8.06743158e+00
1.57079630e+01,9.24562967e+00,3.68757548e+00,-3.07187831e+00,7.55091203e+00
1.63362815e+01,6.18807299e+00,7.73543915e+00,-6.44388918e+00,5.05380342e+00
1.69646000e+01,1.50808229e+00,9.75312230e+00,-8.12468924e+00,1.23165183e+00
1.75929186e+01,-3.56628507e+00,9.21188279e+00,-7.67381795e+00,-2.91258744e+00
1.82212371e+01,-7.70383987e+00,6.25436179e+00,-5.21010036e+00,-6.29173125e+00
1.88495556e+01,-9.81947981e+00,1.65699215e+00,-1.38033195e+00,-8.01957583e+00
1.94778741e+01,-9.35876500e+00,-3.37383704e+00,2.81052330e+00,-7.64330973e+00
2.01061926e+01,-6.44321823e+00,-7.51834714e+00,6.26304400e+00,-5.26218071e+00
2.07345112e+01,-1.83827188e+00,-9.68959826e+00,8.07177151e+00,-1.50131789e+00
2.13628297e+01,3.24768458e+00,-9.31855013e+00,7.76267555e+00,2.65238620e+00
2.19911482e+01,7.48039940e+00,-6.50319573e+00,5.41738766e+00,6.10924728e+00
2.26194667e+01,9.74978659e+00,-1.98268264e+00,1.65164343e+00,7.96265733e+00
2.32477852e+01,9.46106066e+00,3.05674374e+00,-2.54637358e+00,7.72685467e+00
2.38761038e+01,6.69062428e+00,7.29302738e+00,-6.07534483e+00,5.46423740e+00
2.45044223e+01,2.16585207e+00,9.61513309e+00,-8.00973944e+00,1.76885286e+00
2.51327408e+01,-2.92588056e+00,9.41443372e+00,-7.84254990e+00,-2.38956864e+00
2.57610593e+01,-7.24878432e+00,6.74423199e+00,-5.61817922e+00,-5.92008708e+00
2.63893778e+01,-9.66909328e+00,2.30560620e+00,-1.92064995e+00,-7.89675505e+00
2.70176964e+01,-9.55241700e+00,-2.73666212e+00,2.27973449e+00,-7.80146546e+00
2.76460149e+01,-6.93002132e+00,-7.05974942e+00,5.88101619e+00,-5.65975313e+00
2.82743334e+01,-2.49045368e+00,-9.52982870e+00,7.93867793e+00,-2.03395522e+00
2.89026519e+01,2.60124466e+00,-9.49944111e+00,7.91336401e+00,2.12443828e+00
2.95309704e+01,7.00927126e+00,-6.97720808e+00,5.81225640e+00,5.72447660e+00
3.01592890e+01,9.57750898e+00,-2.62539922e+00,2.18704863e+00,7.82195809e+00
3.07876075e+01,9.63274700e+00,2.41396152e+00,-2.01091369e+00,7.86707102e+00
3.14159260e+01,7.16114908e+00,6.81879145e+00,-5.68028985e+00,5.84851532e+00
3.20442445e+01,2.81171152e+00,9.43379919e+00,-7.85868201e+00,2.29632671e+00
3.26725630e+01,-2.27415118e+00,9.57349241e+00,-7.97505132e+00,-1.85730081e+00
3.33008816e+01,-6.76214544e+00,7.20187115e+00,-5.99940852e+00,-5.52264878e+00
3.39292001e+01,-9.47515502e+00,2.94170220e+00,-2.45053999e+00,-7.73836555e+00
3.45575186e+01,-9.70197632e+00,-2.08901372e+00,1.74022090e+00,-7.92361065e+00
3.51858371e+01,-7.38375710e+00,-6.57044001e+00,5.47340448e+00,-6.03031944e+00
3.58141556e+01,-3.12926476e+00,-9.32717070e+00,7.76985678e+00,-2.55567266e+00
3.64424742e+01,1.94497664e+00,-9.63652034e+00,8.02755577e+00,1.58846374e+00
3.70707927e+01,6.50770030e+00,-7.41797816e+00,6.17943316e+00,5.31484326e+00
3.76991112e+01,9.36216483e+00,-3.25416020e+00,2.71082834e+00,7.64608638e+00
3.83274297e+01,9.76004339e+00,1.76219245e+00,-1.46796745e+00,7.97103407e+00
3.89557482e+01,7.59760504e+00,6.31498959e+00,-5.26060542e+00,6.20496920e+00
3.95840668e+01,3.44275737e+00,9.21008124e+00,-7.67231720e+00,2.81170228e+00
4.02123853e+01,-1.61409934e+00,9.68847028e+00,-8.07083186e+00,-1.31823603e+00
4.08407038e+01,-6.24623717e+00,7.62529623e+00,-6.35213630e+00,-5.10130614e+00
4.14690223e+01,-9.23868372e+00,3.56242320e+00,-2.96762212e+00,-7.54523927e+00
4.20973408e+01,-9.80689945e+00,-1.43387302e+00,1.19446597e+00,-8.00930145e+00
4.27256594e+01,-7.80246290e+00,-6.05274232e+00,5.04214434e+00,-6.37227675e+00
4.33539779e+01,-3.75183848e+00,-9.08268054e+00,7.56618799e+00,-3.06412903e+00
4.39822964e+01,1.28189894e+00,-9.72930029e+00,8.10484468e+00,1.04692774e+00
4.46106149e+01,5.97806490e+00,-7.82360285e+00,6.51733260e+00,4.88228967e+00
4.52389334e+01,9.10486874e+00,-3.86614652e+00,3.22063418e+00,7.43595249e+00
4.58672520e+01,9.84250861e+00,1.10443184e+00,-9.20030038e-01,8.03838347e+00
4.64955705e+01,7.99811128e+00,5.78400759e+00,-4.81827899e+00,6.53206292e+00
4.71238890e+01,4.05616281e+00,8.94512983e+00,-7.45160348e+00,3.31267092e+00
4.77522075e+01,-9.48756003e-01,9.75898122e+00,-8.12956992e+00,-7.74849673e-01
4.83805260e+01,-5.70349950e+00,8.01268614e+00,-6.67484554e+00,-4.65805192e+00
4.90088446e+01,-8.96088848e+00,4.16499118e+00,-3.46958215e+00,-7.31836371e+00
4.96371631e+01,-9.86684783e+00,-7.74246022e-01,6.44973798e-01,-8.05826133e+00
5.02654816e+01,-8.18434164e+00,-5.50910172e+00,4.58927286e+00,-6.68415738e+00
5.08938001e+01,-4.35539104e+00,-8.79760168e+00,7.32870741e+00,-3.55705082e+00
5.15221186e+01,6.15051574e-01,-9.77749661e+00,8.14499389e+00,5.02313038e-01
5.21504372e+01,5.42286378e+00,-8.19234502e+00,6.82450762e+00,4.42885653e+00
5.27787557e+01,8.80692285e+00,-4.45862429e+00,3.71418871e+00,7.19261987e+00
5.34070742e+01,9.87990695e+00,4.43692939e-01,-3.69611611e-01,8.06892672e+00
5.40353927e+01,8.36095647e+00,5.22834755e+00,-4.35539489e+00,6.82839883e+00
5.46637112e+01,4.64919018e+00,8.64027972e+00,-7.19765276e+00,3.79699678e+00
5.52920298e+01,-2.81166749e-01,9.78484280e+00,-8.15111352e+00,-2.29629075e-01
5.59203483e+01,-5.13648695e+00,8.36238951e+00,-6.96616058e+00,-4.19497238e+00
5.65486668e+01,-8.64316282e+00,4.74671940e+00,-3.95418194e+00,-7.05887695e+00
5.71769853e+01,-9.88168868e+00,-1.13149788e-01,9.42576992e-02,-8.07038186e+00
5.78053038e+01,-8.52776953e+00,-4.94207409e+00,4.11691917e+00,-6.96463517e+00
5.84336224e+01,-4.93723394e+00,-8.47335848e+00,7.05860158e+00,-4.03224232e+00
5.90619409e+01,-5.25177683e-02,-9.78102882e+00,8.14793634e+00,-4.28912970e-02
5.96902594e+01,4.84470427e+00,-8.52264083e+00,7.09965549e+00,3.95667327e+00
6.03185779e+01,8.46981028e+00,-5.02895691e+00,4.18929558e+00,6.91729981e+00
6.09468964e+01,9.87220858e+00,-2.17006829e-01,1.80774217e-01,8.06263946e+00
6.15752150e+01,8.68460603e+00,4.65061612e+00,-3.87412457e+00,7.09272365e+00
6.22035335e+01,5.21920311e+00,8.29704312e+00,-6.91172477e+00,4.26252673e+00
6.28318520e+01,3.85622094e-01,9.76607643e+00,-8.13548048e+00,3.14937826e-01
